miRNA,Target gene
hsa-miR-155,SLC25A19
hsa-miR-155,CDKN2A
hsa-miR-155,RTN3
hsa-miR-155,ADAM10
hsa-miR-155,EPRS
hsa-miR-155,ALDH1A2
hsa-miR-155,CHAF1B
hsa-miR-155,TGM2
hsa-miR-155,AKR1C3
hsa-miR-155,PTMS
hsa-miR-155,DNAJC2
hsa-miR-155,SEC24B
hsa-miR-155,PCK2
hsa-miR-155,DEGS1
hsa-miR-155,KYNU
hsa-miR-155,EEF1E1
hsa-miR-155,FLNB
hsa-miR-155,AXL
hsa-miR-155,EIF4E2
hsa-miR-155,LEMD3
hsa-miR-155,CTAGE5
hsa-miR-155,PRKDC
hsa-miR-155,OGFOD1
hsa-miR-155,WDR11
hsa-miR-155,PPAT
hsa-miR-155,RNF2
hsa-miR-155,EXOC3
hsa-miR-155,EEFSEC
hsa-miR-155,PSIP1
hsa-miR-155,CPD
hsa-miR-155,RBM42
hsa-miR-155,THOC7
hsa-miR-155,GCLC
hsa-miR-155,RPL39
hsa-miR-155,C3orf58
hsa-miR-155,CD81
hsa-miR-155,TOMM34
hsa-miR-155,IER3IP1
hsa-miR-155,EIF3S10
hsa-miR-155,TTC37
hsa-miR-155,VBP1
hsa-miR-155,MEST
hsa-miR-155,AP1G1
hsa-miR-155,CDH13
hsa-miR-155,PUS7
hsa-miR-155,TMEM41A
hsa-miR-155,OBSCN
hsa-miR-155,KDELC2
hsa-miR-155,CECR5
hsa-miR-155,TFPI
hsa-miR-155,LUZP1
hsa-miR-155,INTS7
hsa-miR-155,PALLD
hsa-miR-155,KDELC1
hsa-miR-155,EIF4A1
hsa-miR-155,PISD
hsa-miR-155,ATPAF1
hsa-miR-155,MYO6
hsa-miR-155,SLC7A11
hsa-miR-155,B4GALT1
hsa-miR-155,JUP
hsa-miR-155,PCYOX1
hsa-miR-155,CDK5
hsa-miR-155,PSME3
hsa-miR-155,NFAT2CIP
hsa-miR-155,PU.1
hsa-miR-155,SHIP1
hsa-miR-155,LOX1
hsa-miR-155,AKA
hsa-miR-155,IL-6
hsa-miR-155,PKIalpha
hsa-miR-155,AT1R
hsa-miR-155,c-Myb
hsa-miR-155,ZNF561
hsa-miR-155,IKIP
hsa-miR-155,Ets-1
hsa-miR-155,NF-ÎºB
hsa-miR-155,TNF-Î±
hsa-miR-155,FAM177A1
hsa-miR-155,MCP1
hsa-miR-155,GABARAPL1
hsa-miR-155,C/EBP
hsa-miR-155,BC0RL1
hsa-miR-155,PIO
hsa-miR-155,THSZ3
hsa-miR-155,CSNK1G2.
hsa-miR-155,IL-8
hsa-miR-155,TAB2
hsa-miR-155,NFATC2IP
hsa-miR-155,APC
hsa-miR-155,Inpp5d
hsa-miR-155,FGF7
hsa-miR-155,Sfpi1
hsa-miR-155,Hif1a
hsa-miR-155,Sla
hsa-miR-155,Arntl
hsa-miR-155,EDN1
hsa-miR-155,MLH1
hsa-miR-155,MSH2
hsa-miR-155,MSH6
hsa-miR-155,TSHZ3
hsa-miR-155,RUNX2
hsa-miR-155,IFNGR1
hsa-miR-155,FLI1
hsa-miR-155,SELE
hsa-miR-155,MYB
hsa-miR-155,SKI
hsa-miR-155,RNF123
hsa-miR-155,SOX6
hsa-miR-155,JUN
hsa-miR-155,PKIA
hsa-miR-155,GCSAM
hsa-miR-155,KDM3A
hsa-miR-155,UQCRFS1
hsa-miR-155,IL13RA1
hsa-miR-155,BCL6
hsa-miR-155,MITF
hsa-miR-155,NOS3
hsa-miR-155,ANAPC16
hsa-miR-155,GCFC2
hsa-miR-155,LRIF1
hsa-miR-155,FAM199X
hsa-miR-155,OLR1
hsa-miR-155,CEP41
hsa-miR-155,WBP1L
hsa-miR-155,AGO4
hsa-miR-155,PALD1
hsa-miR-155,IL8
hsa-miR-155,SHANK2
hsa-miR-155,SH3PXD2A
hsa-miR-155,MAFB
hsa-miR-155,PIK3R1
hsa-miR-155,VHL
hsa-miR-155,MMP16
hsa-miR-155,MYC
hsa-miR-155,SEL1L
hsa-miR-155,DOCK1
hsa-miR-155,RAD51
hsa-miR-155,THRB
hsa-miR-155,TERF1
hsa-miR-155,MXI1
hsa-miR-15a,BACE1
hsa-miR-15a,DLK1
hsa-miR-15a,C22orf5
hsa-miR-15a,BRCA1
hsa-miR-15a,CADM1
hsa-miR-15a,TMEM184B
hsa-miR-15a,APP
hsa-miR-15a,UCP2
hsa-miR-15a,CCNE1
hsa-miR-15a,CDC25A
hsa-miR-15a,CCND2
hsa-miR-15a,TSPYL2
hsa-miR-15a,CHUK
hsa-miR-15a,TP53
hsa-miR-15a,FGF7
hsa-miR-15a,CLCN3
hsa-miR-15a,CRKL
hsa-miR-15a,MN1
hsa-miR-15a,HMGA1
hsa-miR-15a,HMGA2
hsa-miR-15a,IFNG
hsa-miR-15a,PURA
hsa-miR-15a,RECK
hsa-miR-15a,AKT3
hsa-miR-15a,FOXO1
hsa-miR-15a,REPIN1
hsa-miR-15a,KLF4
hsa-miR-15a,YAP1
hsa-miR-15a,CARM1
hsa-miR-15a,SOX5
hsa-miR-15a,PHLPP1
hsa-miR-15a,HSPA1B
hsa-miR-15a,RET
hsa-miR-15b-5p,BCL2
hsa-miR-15b-5p,Bcl-2
hsa-miR-15b-5p,CCNE1
hsa-miR-15b-5p,CCND1
hsa-miR-15b-5p,VEGFA
hsa-miR-15b-5p,RECK
hsa-miR-15b-5p,EIF4A1
hsa-miR-15b-5p,AXIN2
hsa-miR-15b-5p,IFNG
hsa-miR-15b-5p,PURA
hsa-miR-15b-5p,FOXO1
hsa-miR-15b-5p,SMURF1
hsa-miR-15b-5p,SMAD7
hsa-miR-15b-5p,CRIM1
hsa-miR-15b-5p,HNF1A
hsa-miR-15b-5p,PPM1D
hsa-miR-15b-5p,FUT2
hsa-miR-15b-5p,KDR
hsa-miR-16-1,TMEM43
hsa-miR-16-1,PISD
hsa-miR-16-1,ATG9A
hsa-miR-16-1,PPP2R5C
hsa-miR-16-1,SLC38A5
hsa-miR-16-1,CHORDC1
hsa-miR-16-1,SLC7A1
hsa-miR-16-1,HARS2
hsa-miR-16-1,TNFSF9
hsa-miR-16-1,SHOC2
hsa-miR-16-1,TPM3
hsa-miR-16-1,UBE4A
hsa-miR-16-1,GFPT1
hsa-miR-16-1,NAPG
hsa-miR-16-1,ITGA2
hsa-miR-16-1,VTI1B
hsa-miR-16-1,ADSS
hsa-miR-16-1,PPIF
hsa-miR-16-1,SNX15
hsa-miR-16-1,MAP2K1IP1
hsa-miR-16-1,TXN2
hsa-miR-16-1,SQSTM1
hsa-miR-16-1,F2
hsa-miR-16-1,FNDC3B
hsa-miR-16-1,NOTCH2
hsa-miR-16-1,NP
hsa-miR-16-1,LAMC1
hsa-miR-16-1,UBE2V1
hsa-miR-16-1,SLC38A1
hsa-miR-16-1,ABCF2
hsa-miR-16-1,TMEM109
hsa-miR-16-1,HMOX1
hsa-miR-16-1,SEC24A
hsa-miR-16-1,RFT1
hsa-miR-16-1,KCNN4
hsa-miR-16-1,GALNT7
hsa-miR-16-1,EGFR
hsa-miR-16-1,ZNF622
hsa-miR-16-1,UTP15
hsa-miR-16-1,MLLT1
hsa-miR-16-1,SLC25A22
hsa-miR-16-1,ARHGDIA
hsa-miR-16-1,IGF2R
hsa-miR-16-1,TOMM34
hsa-miR-16-1,HARS
hsa-miR-16-1,ACP2
hsa-miR-16-1,PURA
hsa-miR-16-1,PLK1
hsa-miR-16-1,SLC16A3
hsa-miR-16-1,SLC12A2
hsa-miR-16-1,KPNA3
hsa-miR-16-1,MRPL20
hsa-miR-16-1,GNL3L
hsa-miR-16-1,HSPA1B
hsa-miR-16-1,CCNT2
hsa-miR-16-1,RARS
hsa-miR-16-1,PLCXD2
hsa-miR-16-1,SPTLC1
hsa-miR-16-1,LYPLA2
hsa-miR-16-1,GFM1
hsa-miR-16-1,IPO4
hsa-miR-16-1,HYAL3
hsa-miR-16-1,TPPP3
hsa-miR-16-1,NARG1
hsa-miR-16-1,NPR3
hsa-miR-16-1,PAFAH1B2
hsa-miR-16-1,BCL2
hsa-miR-16-1,CDK5RAP1
hsa-miR-16-1,HBXIP
hsa-miR-16-1,SRPR
hsa-miR-16-1,SRPRB
hsa-miR-16-1,FGF2
hsa-miR-16-1,PSAT1
hsa-miR-16-1,LUZP1
hsa-miR-16-1,ABHD10
hsa-miR-16-1,RTN4
hsa-miR-16-1,VEGF
hsa-miR-16-1,EIF4E
hsa-miR-16-1,GSTM4
hsa-miR-16-1,CACNA2D1
hsa-miR-16-1,SERPINE2
hsa-miR-16-1,PANX1
hsa-miR-16-1,CA12
hsa-miR-16-1,YIF1B
hsa-miR-16-1,UBE2S
hsa-miR-16-1,GPAM
hsa-miR-16-1,C1orf56
hsa-miR-16-1,IFRD1
hsa-miR-16-1,DNAJB4
hsa-miR-16-1,PTGS2
hsa-miR-16-1,RAB30
hsa-miR-16-1,ARL2
hsa-miR-16-1,C11orf79
hsa-miR-16-1,SYPL1
hsa-miR-16-1,RPL30
hsa-miR-16-1,EIF3CL
hsa-miR-16-1,KIF2A
hsa-miR-16-1,C11orf83
hsa-miR-16-1,HTRA1
hsa-miR-16-1,AK2
hsa-miR-16-1,ABCF1
hsa-miR-16-1,RBM28
hsa-miR-16-1,POLR1C
hsa-miR-16-1,MACF1
hsa-miR-16-1,MLLT11
hsa-miR-16-1,GPATCH4
hsa-miR-16-1,HSP90AA2
hsa-miR-16-1,DDX41
hsa-miR-16-1,IDH3A
hsa-miR-16-1,TNFAIP2
hsa-miR-16-1,MRPL3
hsa-miR-16-1,RPL14
hsa-miR-16-1,PACSIN3
hsa-miR-16-1,PLEC1
hsa-miR-16-1,ACTG1
hsa-miR-16-1,MINA
hsa-miR-16-1,DOCK5
hsa-miR-16-1,DMD
hsa-miR-16-1,CSDA
hsa-miR-16-1,SYF2
hsa-miR-16-1,SLC7A5
hsa-miR-16-1,SGTA
hsa-miR-16-1,SRPK1
hsa-miR-16-1,RPL6P27
hsa-miR-16-1,SLC35B2
hsa-miR-16-1,EIF3K
hsa-miR-16-1,APP
hsa-miR-16-1,SSSCA1
hsa-miR-16-1,NTHL1
hsa-miR-16-1,L1CAM
hsa-miR-16-1,ELP3
hsa-miR-16-1,TFPI
hsa-miR-16-1,SON
hsa-miR-16-1,PRKAR1A
hsa-miR-16-1,EEF2
hsa-miR-16-1,RNMTL1
hsa-miR-16-1,SCAMP3
hsa-miR-16-1,NOB1
hsa-miR-16-1,RPL10
hsa-miR-16-1,C6orf66
hsa-miR-16-1,ATXN2L
hsa-miR-16-1,SNRPA1
hsa-miR-16-1,INTS5
hsa-miR-16-1,GEMIN5
hsa-miR-16-1,BTF3
hsa-miR-16-1,GALNT3
hsa-miR-16-1,IPO7
hsa-miR-16-1,PHLDA2
hsa-miR-16-1,SARS
hsa-miR-16-1,ALG2
hsa-miR-16-1,ZC3H11A
hsa-miR-16-1,CLNS1A
hsa-miR-16-1,PELO
hsa-miR-16-1,NOL7
hsa-miR-16-1,PSMD12
hsa-miR-16-1,WDSOF1
hsa-miR-16-1,TUBB
hsa-miR-16-1,RPS6
hsa-miR-16-1,GEMIN4
hsa-miR-16-1,MOV10
hsa-miR-16-1,C11orf59
hsa-miR-16-1,AIFM2
hsa-miR-16-1,AUP1
hsa-miR-16-1,SFRS15
hsa-miR-16-1,PTRH1
hsa-miR-16-1,C1orf107
hsa-miR-16-1,PBEF1
hsa-miR-16-1,PHIP
hsa-miR-16-1,IARS
hsa-miR-16-1,WDR75
hsa-miR-16-1,C9orf167
hsa-miR-16-1,RACGAP1P
hsa-miR-16-1,WDR43
hsa-miR-16-1,NACA
hsa-miR-16-1,SPCS3
hsa-miR-16-1,AP2B1
hsa-miR-16-1,WDR18
hsa-miR-16-1,AC145081.1-2
hsa-miR-16-1,TELO2
hsa-miR-16-1,PSMD11
hsa-miR-16-1,CD97
hsa-miR-16-1,DIABLO
hsa-miR-16-1,POLR3A
hsa-miR-16-1,CCPG1
hsa-miR-16-1,CDC5L
hsa-miR-16-1,TIMM17A
hsa-miR-16-1,RPLP0P2
hsa-miR-16-1,RPL27A
hsa-miR-16-1,UTP3
hsa-miR-16-1,RPL3
hsa-miR-16-1,VAMP8
hsa-miR-16-1,WDR46
hsa-miR-16-1,GLTSCR2
hsa-miR-16-1,AC010896.3
hsa-miR-16-1,PYGB
hsa-miR-16-1,SPATA5
hsa-miR-16-1,RRP15
hsa-miR-16-1,EIF3E
hsa-miR-16-1,MARS
hsa-miR-16-1,CDK9
hsa-miR-16-1,SRP72
hsa-miR-16-1,MRPL10
hsa-miR-16-1,ATP6V1B2
hsa-miR-16-1,ATP6V1E1
hsa-miR-16-1,LIN7C
hsa-miR-16-1,TPBG
hsa-miR-16-1,ANKLE2
hsa-miR-16-1,C12orf30
hsa-miR-16-1,KIAA0664
hsa-miR-16-1,SLC39A14
hsa-miR-16-1,RAB1B
hsa-miR-16-1,PABPC4
hsa-miR-16-1,BCAS2
hsa-miR-16-1,NUP160
hsa-miR-16-1,CNPY3
hsa-miR-16-1,RPS25P8
hsa-miR-16-1,RRP12
hsa-miR-16-1,AHCYL2
hsa-miR-16-1,ERLIN2
hsa-miR-16-1,MRPL1
hsa-miR-16-1,SMAD1
hsa-miR-16-1,EIF1
hsa-miR-16-1,BYSL
hsa-miR-16-1,PCK2
hsa-miR-16-1,PTPRJ
hsa-miR-16-1,TPT1
hsa-miR-16-1,ASB6
hsa-miR-16-1,LARP4
hsa-miR-16-1,CNOT7
hsa-miR-16-1,NUFIP2
hsa-miR-16-1,HCAP-G
hsa-miR-16-1,UGT8
hsa-miR-16-1,COPS7B
hsa-miR-16-1,TRAP1
hsa-miR-16-1,CALR
hsa-miR-16-1,RPS3AP47
hsa-miR-16-1,ALG3
hsa-miR-16-1,TRUB2
hsa-miR-16-1,DNAJC15
hsa-miR-16-1,MRPS25
hsa-miR-16-1,TNPO3
hsa-miR-16-1,TRIM32
hsa-miR-16-1,AHCYL1
hsa-miR-16-1,EIF5B
hsa-miR-16-1,HSPH1
hsa-miR-16-1,DHX37
hsa-miR-16-1,EPHA2
hsa-miR-16-1,CENPF
hsa-miR-16-1,YARS2
hsa-miR-16-1,ZNF598
hsa-miR-16-1,COMT
hsa-miR-16-1,PSME4
hsa-miR-16-1,BAT3
hsa-miR-16-1,C2orf47
hsa-miR-16-1,RRP9
hsa-miR-16-1,PON2
hsa-miR-16-1,GTF3C2
hsa-miR-16-1,CLASP1
hsa-miR-16-1,HEATR2
hsa-miR-16-1,RPLP1
hsa-miR-16-1,GOLT1B
hsa-miR-16-1,DNAJA1
hsa-miR-16-1,MRFAP1
hsa-miR-16-1,NARS
hsa-miR-16-1,NOC4L
hsa-miR-16-1,VASN
hsa-miR-16-1,RPSA
hsa-miR-16-1,C9orf89
hsa-miR-16-1,TTF2
hsa-miR-16-1,MRPS10
hsa-miR-16-1,ACOT8
hsa-miR-16-1,RAB12
hsa-miR-16-1,TFAP4
hsa-miR-16-1,CD55
hsa-miR-16-1,SSU72
hsa-miR-16-1,KPNA2
hsa-miR-16-1,MRPS35
hsa-miR-16-1,RPS2
hsa-miR-16-1,ANPEP
hsa-miR-16-1,NOP14
hsa-miR-16-1,CMPK1
hsa-miR-16-1,EARS2
hsa-miR-16-1,RHOF
hsa-miR-16-1,VIM
hsa-miR-16-1,MPDU1
hsa-miR-16-1,RPL10L
hsa-miR-16-1,XPO7
hsa-miR-16-1,DMAP1
hsa-miR-16-1,LSG1
hsa-miR-16-1,ALDH18A1
hsa-miR-16-1,CCDC44
hsa-miR-16-1,KIF2C
hsa-miR-16-1,RPRD2
hsa-miR-16-1,KIF23
hsa-miR-16-1,SACM1L
hsa-miR-16-1,HIGD1D
hsa-miR-16-1,ANKRD17
hsa-miR-16-1,PA2G4P4
hsa-miR-16-1,DHX8
hsa-miR-16-1,SCYE1
hsa-miR-16-1,ARD1A
hsa-miR-16-1,B4GALT1
hsa-miR-16-1,TRMT1
hsa-miR-16-1,NDUFA9
hsa-miR-16-1,TNFRSF12A
hsa-miR-16-1,RBM6
hsa-miR-16-1,CDC23
hsa-miR-16-1,CASK
hsa-miR-16-1,WDR68
hsa-miR-16-1,SLC25A32
hsa-miR-16-1,C7orf59
hsa-miR-16-1,RABGGTB
hsa-miR-16-1,EFHA1
hsa-miR-16-1,MRPL21
hsa-miR-16-1,COG8
hsa-miR-16-1,UBE2C
hsa-miR-16-1,NCAPD2
hsa-miR-16-1,MRPS31
hsa-miR-16-1,PSPH
hsa-miR-16-1,SPTBN2
hsa-miR-16-1,C1orf31
hsa-miR-16-1,GTF3C1
hsa-miR-16-1,AURKB
hsa-miR-16-1,ITGB4
hsa-miR-16-1,DAP3
hsa-miR-16-1,RPRD1B
hsa-miR-16-1,IWS1
hsa-miR-16-1,XPO1
hsa-miR-16-1,MEPCE
hsa-miR-16-1,SEC61A1
hsa-miR-16-1,SDCCAG1
hsa-miR-16-1,EIF3S8
hsa-miR-16-1,NARS2
hsa-miR-16-1,HSPA1A
hsa-miR-16-1,HSD17B8
hsa-miR-16-1,PEX14
hsa-miR-16-1,AC012652.1
hsa-miR-16-1,LSM10
hsa-miR-16-1,PNPLA6
hsa-miR-16-1,DNAJC1
hsa-miR-16-1,IPO11
hsa-miR-16-1,NUP50
hsa-miR-16-1,FXC1
hsa-miR-16-1,RBM15B
hsa-miR-16-1,EIF3H
hsa-miR-16-1,DNAJA4
hsa-miR-16-1,MRPL12
hsa-miR-16-1,WARS
hsa-miR-16-1,TSPAN3
hsa-miR-16-1,MFN2
hsa-miR-16-1,INF2
hsa-miR-16-1,ENY2
hsa-miR-16-1,GRWD1
hsa-miR-16-1,DUSP14
hsa-miR-16-1,RPL13
hsa-miR-16-1,ROBLD3
hsa-miR-16-1,RP4-604K5.1
hsa-miR-16-1,ASCC3
hsa-miR-16-1,CCDC58
hsa-miR-16-1,EIF4G3
hsa-miR-16-1,LMAN2L
hsa-miR-16-1,KIDINS220
hsa-miR-16-1,G3BP2
hsa-miR-16-1,PPAN
hsa-miR-16-1,PDPR
hsa-miR-16-1,KIAA0368
hsa-miR-16-1,YIPF4
hsa-miR-16-1,AGK
hsa-miR-16-1,LMO7
hsa-miR-16-1,STXBP3
hsa-miR-16-1,SRP68
hsa-miR-16-1,CKAP5
hsa-miR-16-1,FTL
hsa-miR-16-1,SLC25A6
hsa-miR-16-1,PRNP
hsa-miR-16-1,SLC27A4
hsa-miR-16-1,LY6K
hsa-miR-16-1,FASTKD2
hsa-miR-16-1,DDX3X
hsa-miR-16-1,SMAD5
hsa-miR-16-1,AP2M1
hsa-miR-16-1,GTF3C4
hsa-miR-16-1,ELOVL5
hsa-miR-16-1,POLDIP2
hsa-miR-16-1,FRAP1
hsa-miR-16-1,PVR
hsa-miR-16-1,EIF4B
hsa-miR-16-1,TNFRSF10A
hsa-miR-16-1,TTC17
hsa-miR-16-1,LAMB3
hsa-miR-16-1,HNRPDL
hsa-miR-16-1,IMPDH2
hsa-miR-16-1,UTP23
hsa-miR-16-1,TIMM13
hsa-miR-16-1,TTC1
hsa-miR-16-1,HSPA5
hsa-miR-16-1,TGFBI
hsa-miR-16-1,TMEM41A
hsa-miR-16-1,CD44
hsa-miR-16-1,FDXR
hsa-miR-16-1,C1orf163
hsa-miR-16-1,AHNAK2
hsa-miR-16-1,DCUN1D5
hsa-miR-16-1,PDLIM5
hsa-miR-16-1,SLC30A1
hsa-miR-16-1,STAU1
hsa-miR-16-1,THEM4
hsa-miR-16-1,PPP2R1A
hsa-miR-16-1,BZW1
hsa-miR-16-1,CUL4A
hsa-miR-16-1,HEATR1
hsa-miR-16-1,USP9X
hsa-miR-16-1,RBMS1
hsa-miR-16-1,AC145132.2
hsa-miR-16-1,SRP19
hsa-miR-16-1,SLC38A2
hsa-miR-16-1,RG9MTD1
hsa-miR-16-1,RPL17
hsa-miR-16-1,EIF2B2
hsa-miR-16-1,LUC7L
hsa-miR-16-1,FAM129B
hsa-miR-16-1,SMPD4
hsa-miR-16-1,ZRANB2
hsa-miR-16-1,EIF4G1
hsa-miR-16-1,RPL5
hsa-miR-16-1,OXNAD1
hsa-miR-16-1,GTF3C3
hsa-miR-16-1,WDR3
hsa-miR-16-1,SUCLA2
hsa-miR-16-1,EEF1G
hsa-miR-16-1,MRPS14
hsa-miR-16-1,NFS1
hsa-miR-16-1,QSOX2
hsa-miR-16-1,ABCC4
hsa-miR-16-1,DHX36
hsa-miR-16-1,TTLL12
hsa-miR-16-1,DDX52
hsa-miR-16-1,AC020931.6-2
hsa-miR-16-1,AAAS
hsa-miR-16-1,AFG3L2
hsa-miR-16-1,MTHFD2
hsa-miR-16-1,AP2A1
hsa-miR-16-1,STIP1
hsa-miR-16-1,STX4
hsa-miR-16-1,CDKN2A
hsa-miR-16-1,RBMS3
hsa-miR-16-1,SERBP1
hsa-miR-16-1,DDX21
hsa-miR-16-1,HSPA9B
hsa-miR-16-1,FAM82B
hsa-miR-16-1,TMEM93
hsa-miR-16-1,TMEM126A
hsa-miR-16-1,PRPSAP1
hsa-miR-16-1,PSME3
hsa-miR-16-1,TNPO1
hsa-miR-16-1,GRB2
hsa-miR-16-1,MAP4
hsa-miR-16-1,PLAUR
hsa-miR-16-1,NLE1
hsa-miR-16-1,UXT
hsa-miR-16-1,ATP8A2
hsa-miR-16-1,CIB1
hsa-miR-16-1,MKI67
hsa-miR-16-1,UTP14A
hsa-miR-16-1,NT5C3
hsa-miR-16-1,SEC11A
hsa-miR-16-1,PDIA6
hsa-miR-16-1,PPP6C
hsa-miR-16-1,FVT1
hsa-miR-16-1,TUBB2C
hsa-miR-16-1,TMEM112B
hsa-miR-16-1,HSPD1
hsa-miR-16-1,DNAJC2
hsa-miR-16-1,FAM96B
hsa-miR-16-1,NRP1
hsa-miR-16-1,PLRG1
hsa-miR-16-1,XPOT
hsa-miR-16-1,OGDH
hsa-miR-16-1,PCMT1
hsa-miR-16-1,SLC3A2
hsa-miR-16-1,EFNB2
hsa-miR-16-1,SUPT16H
hsa-miR-16-1,TBRG4
hsa-miR-16-1,PPA1
hsa-miR-16-1,SFXN1
hsa-miR-16-1,KIN
hsa-miR-16-1,C9orf114
hsa-miR-16-1,GLT8D1
hsa-miR-16-1,DDX3Y
hsa-miR-16-1,CDIPT
hsa-miR-16-1,LYAR
hsa-miR-16-1,SNX6
hsa-miR-16-1,AC139425.3-2
hsa-miR-16-1,UGDH
hsa-miR-16-1,YWHAH
hsa-miR-16-1,PDHX
hsa-miR-16-1,EIF3F
hsa-miR-16-1,TUBB3
hsa-miR-16-1,SNX12
hsa-miR-16-1,ELAC2
hsa-miR-16-1,PAK1IP1
hsa-miR-16-1,DDX31
hsa-miR-16-1,METAP2
hsa-miR-16-1,RPL31
hsa-miR-16-1,RPL9
hsa-miR-16-1,HSPBP1
hsa-miR-16-1,EML4
hsa-miR-16-1,GRPEL2
hsa-miR-16-1,KIF14
hsa-miR-16-1,C6orf153
hsa-miR-16-1,BAT2D1
hsa-miR-16-1,POFUT1
hsa-miR-16-1,STRAP
hsa-miR-16-1,DLD
hsa-miR-16-1,TUBA1C
hsa-miR-16-1,EEF1A1
hsa-miR-16-1,CAMK2G
hsa-miR-16-1,MTHFD1L
hsa-miR-16-1,DSP
hsa-miR-16-1,CCDC109A
hsa-miR-16-1,RPL12
hsa-miR-16-1,CDCA8
hsa-miR-16-1,ATL2
hsa-miR-16-1,RPS12
hsa-miR-16-1,RAB1A
hsa-miR-16-1,STEAP3
hsa-miR-16-1,EIF3M
hsa-miR-16-1,AC026283.2-7
hsa-miR-16-1,EIF5
hsa-miR-16-1,TMEM87A
hsa-miR-16-1,PPT1
hsa-miR-16-1,RPL21
hsa-miR-16-1,ELOVL1
hsa-miR-16-1,YBX1
hsa-miR-16-1,DNTTIP2
hsa-miR-16-1,XPNPEP3
hsa-miR-16-1,EIF3S10
hsa-miR-16-1,COPS5
hsa-miR-16-1,VMA21
hsa-miR-16-1,AGRN
hsa-miR-16-1,SLC4A1AP
hsa-miR-16-1,USP7
hsa-miR-16-1,DNAJB1
hsa-miR-16-1,PTCD3
hsa-miR-16-1,WNT5A
hsa-miR-16-1,PUM1
hsa-miR-16-1,LRPPRC
hsa-miR-16-1,HSPA4L
hsa-miR-16-1,NOC3L
hsa-miR-16-1,RPL4
hsa-miR-16-1,ARPC5L
hsa-miR-16-1,MDN1
hsa-miR-16-1,TMEM49
hsa-miR-16-1,GTPBP8
hsa-miR-16-1,DDX54
hsa-miR-16-1,FTHL16
hsa-miR-16-1,RIF1
hsa-miR-16-1,GARS
hsa-miR-16-1,WBP11
hsa-miR-16-1,EIF2A
hsa-miR-16-1,LAMB1
hsa-miR-16-1,RANGAP1
hsa-miR-16-1,C17orf75
hsa-miR-16-1,MRPS23
hsa-miR-16-1,KPNA1
hsa-miR-16-1,MERTK
hsa-miR-16-1,NRAS
hsa-miR-16-1,LARP1
hsa-miR-16-1,TBL3
hsa-miR-16-1,ALDH2
hsa-miR-16-1,TMBIM6
hsa-miR-16-1,CDC123
hsa-miR-16-1,NOLA3
hsa-miR-16-1,DKC1
hsa-miR-16-1,ASNS
hsa-miR-16-1,SERPINB5
hsa-miR-16-1,SLC29A1
hsa-miR-16-1,C7orf30
hsa-miR-16-1,RPS27
hsa-miR-16-1,C14orf156
hsa-miR-16-1,CPT1A
hsa-miR-16-1,EDC4
hsa-miR-16-1,CDC20
hsa-miR-16-1,MRPS2
hsa-miR-16-1,RCL1
hsa-miR-16-1,UTP20
hsa-miR-16-1,WBSCR16
hsa-miR-16-1,TAF15
hsa-miR-16-1,DNAJC9
hsa-miR-16-1,FBXL11
hsa-miR-16-1,EIF2B5
hsa-miR-16-1,BCCIP
hsa-miR-16-1,BMS1
hsa-miR-16-1,CYCS
hsa-miR-16-1,CIRH1A
hsa-miR-16-1,SLC1A5
hsa-miR-16-1,FNTA
hsa-miR-16-1,MORF4L1
hsa-miR-16-1,KIF5B
hsa-miR-16-1,IFRD2
hsa-miR-16-1,CCT6B
hsa-miR-16-1,TMTC3
hsa-miR-16-1,MRRF
hsa-miR-16-1,SNRPB2
hsa-miR-16-1,PSMC2
hsa-miR-16-1,NOL11
hsa-miR-16-1,DNAJA2
hsa-miR-16-1,MMS19
hsa-miR-16-1,SYNJ1
hsa-miR-16-1,IPPK
hsa-miR-16-1,USP42
hsa-miR-16-1,PAPOLG
hsa-miR-16-1,TMEM168
hsa-miR-16-1,RNF217
hsa-miR-16-1,C4orf15
hsa-miR-16-1,FAM122A
hsa-miR-16-1,CDC37L1
hsa-miR-16-1,NIN
hsa-miR-16-1,DLC1
hsa-miR-16-1,SIRT4
hsa-miR-16-1,CNNM2
hsa-miR-16-1,PHC3
hsa-miR-16-1,TMCC1
hsa-miR-16-1,PHKA1
hsa-miR-16-1,KATNAL1
hsa-miR-16-1,YTHDC1
hsa-miR-16-1,GABARAPL3
hsa-miR-16-1,RECK
hsa-miR-16-1,KCNG3
hsa-miR-16-1,CYBASC3
hsa-miR-16-1,SALL1
hsa-miR-16-1,AVL9
hsa-miR-16-1,CAMSAP1
hsa-miR-16-1,AP003108.3-2
hsa-miR-16-1,MTHFR
hsa-miR-16-1,ATXN7L3
hsa-miR-16-1,NHLRC3
hsa-miR-16-1,OSBPL3
hsa-miR-16-1,FEM1C
hsa-miR-16-1,BFAR
hsa-miR-16-1,KIAA1432
hsa-miR-16-1,C16orf72
hsa-miR-16-1,KIAA0831
hsa-miR-16-1,ABL2
hsa-miR-16-1,EXDL2
hsa-miR-16-1,UBFD1
hsa-miR-16-1,ENPP4
hsa-miR-16-1,TLE4
hsa-miR-16-1,IFT74
hsa-miR-16-1,TRIM44
hsa-miR-16-1,UFC1
hsa-miR-16-1,RIMS3
hsa-miR-16-1,ARL3
hsa-miR-16-1,SNX16
