miRNA,Target gene
hsa-miR-16-1,NDUFA4
hsa-miR-16-1,MLL
hsa-miR-16-1,TLK1
hsa-miR-16-1,HOXA3
hsa-miR-16-1,TNRC6B
hsa-miR-16-1,GPR180
hsa-miR-16-1,PAQR3
hsa-miR-16-1,FAT3
hsa-miR-16-1,PTPDC1
hsa-miR-16-1,IBRDC2
hsa-miR-16-1,GTPBP1
hsa-miR-16-1,DDHD2
hsa-miR-16-1,ASH1L
hsa-miR-16-1,N4BP1
hsa-miR-16-1,AP3D1
hsa-miR-16-1,FAM89A
hsa-miR-16-1,FAM70A
hsa-miR-16-1,WEE1
hsa-miR-16-1,NSF
hsa-miR-16-1,PI4K2B
hsa-miR-16-1,EN2
hsa-miR-16-1,ATP13A3
hsa-miR-16-1,KIF5A
hsa-miR-16-1,MGAT4A
hsa-miR-16-1,AL021393.1-2
hsa-miR-16-1,CDADC1
hsa-miR-16-1,ANKRD57
hsa-miR-16-1,CDC27
hsa-miR-16-1,PAG1
hsa-miR-16-1,USP53
hsa-miR-16-1,FLCN
hsa-miR-16-1,ONECUT2
hsa-miR-16-1,SLC9A6
hsa-miR-16-1,TMEM100
hsa-miR-16-1,SPATA2
hsa-miR-16-1,TBRG1
hsa-miR-16-1,FBXW7
hsa-miR-16-1,SETD1B
hsa-miR-16-1,USP15
hsa-miR-16-1,CCDC19
hsa-miR-16-1,AGPAT5
hsa-miR-16-1,DMTF1
hsa-miR-16-1,AC114490.2
hsa-miR-16-1,BCL11B
hsa-miR-16-1,CARD10
hsa-miR-16-1,PDK4
hsa-miR-16-1,SMAD7
hsa-miR-16-1,CYP26B1
hsa-miR-16-1,MYO5A
hsa-miR-16-1,CCNE2
hsa-miR-16-1,CAPZA2
hsa-miR-16-1,ACBD5
hsa-miR-16-1,EPC1
hsa-miR-16-1,C1orf144
hsa-miR-16-1,PPPDE2
hsa-miR-16-1,TERF2IP
hsa-miR-16-1,ZBTB34
hsa-miR-16-1,ATP5G3
hsa-miR-16-1,FAM168A
hsa-miR-16-1,ZNF207
hsa-miR-16-1,ZNRF3
hsa-miR-16-1,SLC35A4
hsa-miR-16-1,HIST2H2BE
hsa-miR-16-1,SIPA1L2
hsa-miR-16-1,TMEM55B
hsa-miR-16-1,PRR3
hsa-miR-16-1,CEP55
hsa-miR-16-1,MLLT6
hsa-miR-16-1,IVNS1ABP
hsa-miR-16-1,SP1
hsa-miR-16-1,CXorf38
hsa-miR-16-1,EDC3
hsa-miR-16-1,PDE4D
hsa-miR-16-1,SPRED1
hsa-miR-16-1,RNF149
hsa-miR-16-1,LAMP2
hsa-miR-16-1,SEH1L
hsa-miR-16-1,C2orf42
hsa-miR-16-1,SF3A3
hsa-miR-16-1,RFK
hsa-miR-16-1,SFRS1
hsa-miR-16-1,HNRPA2B1
hsa-miR-16-1,RNMT
hsa-miR-16-1,RAB23
hsa-miR-16-1,STK33
hsa-miR-16-1,PRKAR2A
hsa-miR-16-1,EIF2C2
hsa-miR-16-1,FURIN
hsa-miR-16-1,FBXL18
hsa-miR-16-1,CCND2
hsa-miR-16-1,GATAD2A
hsa-miR-16-1,STK38
hsa-miR-16-1,CRKL
hsa-miR-16-1,E2F7
hsa-miR-16-1,WNT3A
hsa-miR-16-1,MYO5B
hsa-miR-16-1,CDV3
hsa-miR-16-1,C9orf5
hsa-miR-16-1,GNB1
hsa-miR-16-1,PLAG1
hsa-miR-16-1,C1orf21
hsa-miR-16-1,TOX4
hsa-miR-16-1,CDC25A
hsa-miR-16-1,CDCA4
hsa-miR-16-1,PHF19
hsa-miR-16-1,KIAA1602
hsa-miR-16-1,KCNC4
hsa-miR-16-1,PRDM4
hsa-miR-16-1,PPP1R11
hsa-miR-16-1,CDC37
hsa-miR-16-1,ATAD5
hsa-miR-16-1,VPS4A
hsa-miR-16-1,CD274
hsa-miR-16-1,LATS1
hsa-miR-16-1,JARID2
hsa-miR-16-1,RPS6KB1
hsa-miR-16-1,UBN2
hsa-miR-16-1,PTPN3
hsa-miR-16-1,SAV1
hsa-miR-16-1,SLC11A2
hsa-miR-16-1,C16orf53
hsa-miR-16-1,AADAT
hsa-miR-16-1,CALU
hsa-miR-16-1,ATOX1
hsa-miR-16-1,OIP5
hsa-miR-16-1,RUNX1T1
hsa-miR-16-1,PCTK2
hsa-miR-16-1,ATBF1
hsa-miR-16-1,PEG10
hsa-miR-16-1,UBE2Q1
hsa-miR-16-1,MED13
hsa-miR-16-1,LPHN1
hsa-miR-16-1,CAMKK2
hsa-miR-16-1,VEZT
hsa-miR-16-1,SGK3
hsa-miR-16-1,C8orf44
hsa-miR-16-1,PLSCR4
hsa-miR-16-1,HELZ
hsa-miR-16-1,ZRANB1
hsa-miR-16-1,SLC25A39
hsa-miR-16-1,ATF7
hsa-miR-16-1,BTG2
hsa-miR-16-1,TFAP2A
hsa-miR-16-1,SLC39A10
hsa-miR-16-1,FAM122B
hsa-miR-16-1,C9orf82
hsa-miR-16-1,PRKAB2
hsa-miR-16-1,GLRX
hsa-miR-16-1,GCC1
hsa-miR-16-1,TEX15
hsa-miR-16-1,AXIN2
hsa-miR-16-1,CCT3
hsa-miR-16-1,MIB1
hsa-miR-16-1,Bcl-2
hsa-miR-16-1,BRCA1
hsa-miR-16-1,CCNE1
hsa-miR-16-1,HMGA1
hsa-miR-16-1,VEGFA
hsa-miR-16-1,CCND3
hsa-miR-16-1,CDK6
hsa-miR-16-1,CADM1
hsa-miR-16-1,ACVR2A
hsa-miR-16-1,CAPRIN1
hsa-miR-16-1,PPM1D
hsa-miR-16-1,BMI1
hsa-miR-16-1,MYB
hsa-miR-16-1,CHUK
hsa-miR-16-1,TP53
hsa-miR-16-1,ZYX
hsa-miR-16-1,NCOR2
hsa-miR-16-1,KDR
hsa-miR-16-1,FGFR1
hsa-miR-16-1,HMGA2
hsa-miR-16-1,PIM1
hsa-miR-16-1,IFNG
hsa-miR-16-1,UNG
hsa-miR-16-1,AKT3
hsa-miR-16-1,SOX6
hsa-miR-16-1,IGF1R
hsa-miR-16-1,RAF1
hsa-miR-16-1,KRAS
hsa-miR-16-1,SLC6A4
hsa-miR-16-1,YAP1
hsa-miR-16-1,SOX5
hsa-miR-16-1,BIRC5
hsa-miR-16-1,CDS2
hsa-miR-16-1,MAP7
hsa-miR-16-1,CHEK1
hsa-miR-16-1,HDGF
hsa-miR-16-1,WNT4
hsa-miR-16-1,RICTOR
hsa-miR-16-1,MTOR
hsa-miR-16-1,BDNF
hsa-miR-16-1*,CCND1
hsa-miR-16-1*,CCNE1
hsa-miR-16-2*,RARB
hsa-miR-17-3p,ICAM1
hsa-miR-17-3p,VIM
hsa-miR-17-3p,SELE
hsa-miR-17-3p,SOD2
hsa-miR-17-3p,GPX2
hsa-miR-17-3p,TXNRD2
hsa-miR-17-3p,GALNT7
hsa-miR-17-3p,KDR
hsa-miR-17-3p,TIMP3
hsa-miR-17-5p,NCOA3
hsa-miR-17-5p,E2F1
hsa-miR-17-5p,CDKN1A
hsa-miR-17-5p,HBP1
hsa-miR-17-5p,MMP-2
hsa-miR-17-5p,HSP27
hsa-miR-17-5p,RUNX1
hsa-miR-17-5p,MEF2D
hsa-miR-17-5p,BCL2
hsa-miR-17-5p,MAP3K12
hsa-miR-17-5p,APP
hsa-miR-17-5p,VEGFA
hsa-miR-17-5p,BCL2L11
hsa-miR-17-5p,PKD2
hsa-miR-17-5p,PTPRO
hsa-miR-17-5p,MAPK9
hsa-miR-17-5p,ZNFX1
hsa-miR-17-5p,NABP1
hsa-miR-17-5p,GPR137B
hsa-miR-17-5p,PTEN
hsa-miR-17-5p,JAK1
hsa-miR-17-5p,NPAT
hsa-miR-17-5p,YES1
hsa-miR-17-5p,CCL1
hsa-miR-17-5p,DNAJC27
hsa-miR-17-5p,FBXO31
hsa-miR-17-5p,TNFSF12
hsa-miR-17-5p,TGFBR2
hsa-miR-17-5p,BMPR2
hsa-miR-17-5p,CCND1
hsa-miR-17-5p,MYC
hsa-miR-17-5p,SMAD4
hsa-miR-17-5p,ICAM1
hsa-miR-17-5p,SELE
hsa-miR-17-5p,CCND2
hsa-miR-17-5p,E2F3
hsa-miR-17-5p,RB1
hsa-miR-17-5p,RBL1
hsa-miR-17-5p,RBL2
hsa-miR-17-5p,WEE1
hsa-miR-17-5p,RND3
hsa-miR-17-5p,SMURF1
hsa-miR-17-5p,TCF3
hsa-miR-17-5p,HSPB2
hsa-miR-17-5p,MMP2
hsa-miR-17-5p,SIRPA
hsa-miR-17-5p,PHLPP1
hsa-miR-17-5p,Jak2
hsa-miR-17-5p,Stat5a
hsa-miR-17-5p,TP53INP1
hsa-miR-17-5p,ITGB8
hsa-miR-17-5p,BMP2
hsa-miR-17-5p,SOCS6
hsa-miR-17-5p,LIMK1
hsa-miR-17-5p,UBE2C
hsa-miR-17-5p,KAT2B
hsa-miR-17-5p,TIMP3
hsa-miR-17-5p,ZBTB4
hsa-miR-17-5p,HIF1A
hsa-miR-17-5p,PDLIM7
hsa-miR-17-5p,STAT3
hsa-miR-17-5p,TCEAL1
hsa-miR-17-5p,NPAS3
hsa-miR-17-5p,MDM2
hsa-miR-17-5p,ETV1
hsa-miR-17-5p,EPAS1
hsa-miR-17-5p,LDLR
hsa-miR-17-5p,TBC1D2
hsa-miR-17-5p,DNMT1
hsa-miR-17-5p,CLU
hsa-miR-17-5p,ADAR
hsa-miR-17-5p,IL-8
hsa-miR-181a,H3F3B
hsa-miR-181a,MOBKL1A
hsa-miR-181a,FBXO11
hsa-miR-181a,KIAA1462
hsa-miR-181a,TMED4
hsa-miR-181a,NRP1
hsa-miR-181a,ZNF350
hsa-miR-181a,LBR
hsa-miR-181a,AC008074.1
hsa-miR-181a,ATP8A1
hsa-miR-181a,PUM1
hsa-miR-181a,MAP3K7IP2
hsa-miR-181a,GATAD2B
hsa-miR-181a,TM9SF3
hsa-miR-181a,SCD
hsa-miR-181a,TRIM2
hsa-miR-181a,NUPL1
hsa-miR-181a,GNAI3
hsa-miR-181a,YOD1
hsa-miR-181a,GIGYF1
hsa-miR-181a,KLHDC5
hsa-miR-181a,PITPNB
hsa-miR-181a,H1F0
hsa-miR-181a,DDX3X
hsa-miR-181a,ZNF585B
hsa-miR-181a,NFYB
hsa-miR-181a,SLC37A3
hsa-miR-181a,GPRIN3
hsa-miR-181a,FAM160A2
hsa-miR-181a,MAP2K1
hsa-miR-181a,ZNF148
hsa-miR-181a,FBXO28
hsa-miR-181a,ARHGAP12
hsa-miR-181a,FBXO33
hsa-miR-181a,SFRS7
hsa-miR-181a,ZNF445
hsa-miR-181a,TMEM64
hsa-miR-181a,ZNF35
hsa-miR-181a,AFTPH
hsa-miR-181a,LCLAT1
hsa-miR-181a,RNF34
hsa-miR-181a,KRAS
hsa-miR-181a,SLC35B4
hsa-miR-181a,NR6A1
hsa-miR-181a,STCH
hsa-miR-181a,NOTCH2
hsa-miR-181a,TIAL1
hsa-miR-181a,TGFBR3
hsa-miR-181a,TMEM132B
hsa-miR-181a,TGIF2
hsa-miR-181a,SPRY2
hsa-miR-181a,p27kip1
hsa-miR-181a,K-ras
hsa-miR-181a,KAT2B
hsa-miR-181a,PROX1
hsa-miR-181a,ZNF763
hsa-miR-181a,DDIT4
hsa-miR-181a,ATM
hsa-miR-181a,HIPK2
hsa-miR-181a,BCL2L11
hsa-miR-181a,HRAS
hsa-miR-181a,RNF2
hsa-miR-181a,RALA
hsa-miR-181a,SIRT1
hsa-miR-181a,PRAP1
hsa-miR-181a,DUSP6
hsa-miR-181a,PTPN11
hsa-miR-181a,DUSP5
hsa-miR-181a,PTPN22
hsa-miR-181a,FOS
hsa-miR-181a,MTMR3
hsa-miR-181a,KLF6
hsa-miR-181a,MCL1
hsa-miR-181a,XIAP
hsa-miR-181a,GPR78
hsa-miR-181a,NOTCH1
hsa-miR-181a,PBX3
hsa-miR-181a,TIMP1
hsa-miR-181a,PGR
hsa-miR-181a,COL16A1
hsa-miR-181a,PPP3CA
hsa-miR-181a,ATG5
hsa-miR-181a,CD4
hsa-miR-181a,TGFBR1
hsa-miR-181a,TGFBRAP1
hsa-miR-181a,E2F5
hsa-miR-181a,RAP1B
hsa-miR-181a,RGS5
hsa-miR-181a,IFNG
hsa-miR-181a,PRKCD
hsa-miR-181a,AHR
hsa-miR-181a,STAT3
hsa-miR-181a,WIF1
hsa-miR-181a,TWIST1
hsa-miR-181a,MAPK1
hsa-miR-181a,ABCG2
hsa-miR-181a,TERT
hsa-miR-181a*,NANOG
hsa-miR-181b,BCL2
hsa-miR-181b,KAT2B
hsa-miR-181b,MAP3K10
hsa-miR-181b,CYLD
hsa-miR-181b,RNF2
hsa-miR-181b,TMED7
hsa-miR-181b,SIRT1
hsa-miR-181b,CBX7
hsa-miR-181b,XIAP
hsa-miR-181b,MCL1
hsa-miR-181b,IGF1R
hsa-miR-181b,E2F1
hsa-miR-181b,LATS2
hsa-miR-181b,PBX3
hsa-miR-181b,ATM
hsa-miR-181b,CREB1
hsa-miR-181b,RAP1B
hsa-miR-181b,ADCY9
hsa-miR-181b,SIX2
hsa-miR-181b,MAP2K1
hsa-miR-181b,FOS
hsa-miR-181b,NFIA
hsa-miR-181c,BCL2
hsa-miR-181c,IL-2
hsa-miR-181c,NOTCH2
hsa-miR-181c,TRIM2
hsa-miR-181c,SIRT1
hsa-miR-181c,BTBD3
hsa-miR-181c,BMPR2
hsa-miR-181c,IL2
hsa-miR-181c,DPYSL2
hsa-miR-181c,MECP2
hsa-miR-181c,RAP1B
hsa-miR-181d,BCL2
hsa-miR-181d,NLK
hsa-miR-181d,CDX2
hsa-miR-181d,GATA6
hsa-miR-182,FOXO3
hsa-miR-182,FOXO1
hsa-miR-182,CDKN1A
hsa-miR-182,CLOCK
hsa-miR-182,TSC22D3
hsa-miR-182,CREB1
hsa-miR-182,MTSS1
hsa-miR-182,FGF9
hsa-miR-182,NTM
hsa-miR-182,CYLD
hsa-miR-182,BCL2
hsa-miR-182,CCND2
hsa-miR-182,PDCD4
hsa-miR-182,PFN1
hsa-miR-182,SNAI2
hsa-miR-182,RECK
hsa-miR-182,SMAD4
hsa-miR-182,FOXF2
hsa-miR-182,PTEN
hsa-miR-182,GSK3B
hsa-miR-182,ZFAND4
hsa-miR-182,BDNF
hsa-miR-182,SATB2
hsa-miR-182,FLOT1
hsa-miR-182,CHL1
hsa-miR-182,CADM1
hsa-miR-182,TP53INP1
hsa-miR-182,LRRC4
hsa-miR-182,NDRG1
hsa-miR-182,THBS1
hsa-miR-182,ULBP2
hsa-miR-182,ATF1
hsa-miR-182,BARD1
hsa-miR-182,CREB5
hsa-miR-182,RAD17
hsa-miR-182,TP53BP1
hsa-miR-182,CHEK2
hsa-miR-182,CDKN1B
hsa-miR-182,SMARCD3
hsa-miR-182,TCEAL7
hsa-miR-182,FBXW7
hsa-miR-183,ITGB1
hsa-miR-183,KIF2A
hsa-miR-183,RTN4
hsa-miR-183,GAS1
hsa-miR-183,NUFIP2
hsa-miR-183,PPP3R1
hsa-miR-183,SFRS2
hsa-miR-183,RBM34
hsa-miR-183,TNRC6B
hsa-miR-183,ZC3H4
hsa-miR-183,LAPTM4B
hsa-miR-183,NOTCH2
hsa-miR-183,GCC1
hsa-miR-183,CCND1
hsa-miR-183,API5L1
hsa-miR-183,OTUD4
hsa-miR-183,SENP1
hsa-miR-183,CCT3
hsa-miR-183,SERTAD2
hsa-miR-183,PEO1
hsa-miR-183,CTDSPL
hsa-miR-183,HLA-A
hsa-miR-183,ABCF1
hsa-miR-183,TNRC18B
hsa-miR-183,ARFGAP2
hsa-miR-183,PSEN1
hsa-miR-183,TXNIP
hsa-miR-183,REV3L
hsa-miR-183,AC107883.6
hsa-miR-183,STK33
hsa-miR-183,ERC1
hsa-miR-183,KLHL24
hsa-miR-183,SERTAD4
hsa-miR-183,RCN2
hsa-miR-183,UBP1
hsa-miR-183,HNRNPL
hsa-miR-183,NUB1
hsa-miR-183,SMEK1
hsa-miR-183,CEPT1
hsa-miR-183,BCL11B
hsa-miR-183,GLUL
hsa-miR-183,IGF1R
hsa-miR-183,HOXA5
hsa-miR-183,FAM104A
hsa-miR-183,SNRPD3
hsa-miR-183,RNF41
hsa-miR-183,PDCD4
hsa-miR-183,AKAP12
hsa-miR-183,EGR1
hsa-miR-183,IDH2
hsa-miR-183,LRP6
hsa-miR-183,DKK3
hsa-miR-183,GSK3B
hsa-miR-183,BMI1
hsa-miR-183,ZEB1
hsa-miR-183,SNAI2
hsa-miR-183,NFIL3
hsa-miR-183,AANAT
hsa-miR-183,SMAD4
hsa-miR-183,PPP2CB
hsa-miR-183,PPP2R4
hsa-miR-183,ZFPM1
hsa-miR-184,INPPL1
hsa-miR-184,AKT2
hsa-miR-184,NFATC2
hsa-miR-184,SOX7
hsa-miR-184,AGO2
hsa-miR-184,MYC
hsa-miR-184,BCL2
hsa-miR-184,EZR
hsa-miR-184,NFAT1
hsa-miR-185,RHOA
hsa-miR-185,CDC42
hsa-miR-185,SIX1
hsa-miR-185,NTRK3
hsa-miR-185,DNMT1
hsa-miR-185,EPAS1
hsa-miR-185,AR
hsa-miR-185,SCARB1
hsa-miR-185,ATR
hsa-miR-185,ARC
hsa-miR-185,EZH2
hsa-miR-185,SREBF2
hsa-miR-185,SREBF1
hsa-miR-185,ALOX12
hsa-miR-185,CASP14
hsa-miR-185,AQP3
hsa-miR-185,EPHB2
hsa-miR-185,MZB1
hsa-miR-185,MCM10
hsa-miR-185,CAMK4
hsa-miR-185,HMGA1
hsa-miR-185,NFATC3
hsa-miR-185,IGF1R
hsa-miR-185,DUSP4
hsa-miR-185,VEGFA
hsa-miR-186,SMAD5
hsa-miR-186,CACNB1
hsa-miR-186,KIF11
hsa-miR-186,FBXL3
hsa-miR-186,RIMS4
hsa-miR-186,WDR33
hsa-miR-186,SFRS3
hsa-miR-186,DNAJC27
hsa-miR-186,TMEM64
hsa-miR-186,C7orf60
hsa-miR-186,KIT
hsa-miR-186,CHST11
hsa-miR-186,TRIP10
hsa-miR-186,CNOT4
hsa-miR-186,TULP4
hsa-miR-186,GINS1
hsa-miR-186,ACVR1
hsa-miR-186,TEX15
hsa-miR-186,KCTD15
hsa-miR-186,VAV3
hsa-miR-186,FOXK1
hsa-miR-186,BRD1
hsa-miR-186,ZNF148
hsa-miR-186,AEN
hsa-miR-186,ERI2
hsa-miR-186,RAB6A
hsa-miR-186,PRR3
hsa-miR-186,SLC39A10
hsa-miR-186,RAN
hsa-miR-186,ZIC5
hsa-miR-186,M6PRBP1
hsa-miR-186,TNPO2
hsa-miR-186,BBS10
hsa-miR-186,CSNK1A1
hsa-miR-186,TSR1
hsa-miR-186,SFRS6
hsa-miR-186,RIMS3
hsa-miR-186,YES1
hsa-miR-186,PIGG
hsa-miR-186,LBR
hsa-miR-186,RNF2
hsa-miR-186,WNT5A
hsa-miR-186,MESDC2
hsa-miR-186,PTPN9
hsa-miR-186,SMARCA2
hsa-miR-186,RNF6
hsa-miR-186,ZNF805
hsa-miR-186,STK35
hsa-miR-186,ACVR2A
hsa-miR-186,HMGCS1
hsa-miR-186,KATNAL1
hsa-miR-186,JMJD3
hsa-miR-186,MED4
hsa-miR-186,TLE4
hsa-miR-186,TES
hsa-miR-186,YWHAH
hsa-miR-186,AD000671.3
hsa-miR-186,SPRED2
hsa-miR-186,GLUL
hsa-miR-186,LUZP1
hsa-miR-186,CGN
hsa-miR-186,CD46
hsa-miR-186,ZNF700
hsa-miR-186,FRS2
hsa-miR-186,HMGXB4
hsa-miR-186,PSMD9
hsa-miR-186,TRAPPC10
hsa-miR-186,RBM12B
hsa-miR-186,ATXN1
hsa-miR-186,RSRC2
hsa-miR-186,PMAIP1
hsa-miR-186,NKAP
hsa-miR-186,SMAD4
hsa-miR-186,11-Sep
hsa-miR-186,AP1G1
hsa-miR-186,TSPYL4
hsa-miR-186,ZNF295
hsa-miR-186,FIZ1
hsa-miR-186,ZNF652
hsa-miR-186,MAP3K19
hsa-miR-186,AMD1
hsa-miR-186,DUSP8
hsa-miR-186,C9orf5
hsa-miR-186,FGF2
hsa-miR-186,TARDBP
hsa-miR-186,NRP1
hsa-miR-186,AKAP11
hsa-miR-186,DLC1
hsa-miR-186,PON2
hsa-miR-186,PIP5K2B
hsa-miR-186,RAB11A
hsa-miR-186,CMTM4
hsa-miR-186,TEF
hsa-miR-186,BCL11B
hsa-miR-186,RNF111
hsa-miR-186,FOXP4
hsa-miR-186,C18orf32
hsa-miR-186,CBX1
hsa-miR-186,NUFIP2
hsa-miR-186,ELK1
hsa-miR-186,RFK
hsa-miR-186,ZNF385A
hsa-miR-186,ATL2
hsa-miR-186,MCL1
hsa-miR-186,FNIP1
hsa-miR-186,SLTM
hsa-miR-186,C1orf124
hsa-miR-186,PRPSAP1
hsa-miR-186,GNAI1
hsa-miR-186,SF1
hsa-miR-186,FOXN2
hsa-miR-186,DEPDC1
hsa-miR-186,RAB12
hsa-miR-186,TXNRD1
hsa-miR-186,SPIRE1
hsa-miR-186,C1orf21
hsa-miR-186,ORC5L
hsa-miR-186,NUAK1
hsa-miR-186,FAM134A
hsa-miR-186,ZC3H15
hsa-miR-186,FBXL5
hsa-miR-186,BTF3
hsa-miR-186,NUP62
hsa-miR-186,TMEM183A
hsa-miR-186,NP
hsa-miR-186,AKAP12
hsa-miR-186,CSNK2A1
hsa-miR-186,NCSTN
hsa-miR-186,PTTG1
hsa-miR-187,TNF
hsa-miR-187,HIPK3
hsa-miR-187,CD276
hsa-miR-188-3p,CBL
hsa-miR-188-5p,UBE2I
hsa-miR-189,FOXM1
hsa-miR-18a,XYLT2
hsa-miR-18a,UBL5
hsa-miR-18a,HNRNPR
hsa-miR-18a,HIF1A
hsa-miR-18a,SYPL1
hsa-miR-18a,RAB5A
hsa-miR-18a,NCOA6
hsa-miR-18a,TNRC6B
hsa-miR-18a,SUPT7L
hsa-miR-18a,PCNP
hsa-miR-18a,KIAA0907
hsa-miR-18a,DCUN1D3
hsa-miR-18a,FEM1C
hsa-miR-18a,DAAM2
hsa-miR-18a,POGK
hsa-miR-18a,CKAP5
hsa-miR-18a,CA12
hsa-miR-18a,PAFAH1B1
hsa-miR-18a,ZNF33A
hsa-miR-18a,SERTAD3
hsa-miR-18a,FAM120C
hsa-miR-18a,FAM127B
hsa-miR-18a,ZNF711
hsa-miR-18a,DICER1
hsa-miR-18a,PPP1CB
hsa-miR-18a,LMNB2
hsa-miR-18a,AP3S2
hsa-miR-18a,ACIN1
hsa-miR-18a,CREBL2
hsa-miR-18a,SON
hsa-miR-18a,ZFAND5
hsa-miR-18a,PSMB5
hsa-miR-18a,CA13
hsa-miR-18a,GIGYF1
hsa-miR-18a,SLC36A1
hsa-miR-18a,ZNF708
hsa-miR-18a,ACTL6A
hsa-miR-18a,VIL2
hsa-miR-18a,GABPA
hsa-miR-18a,TMUB2
hsa-miR-18a,HOXA9
hsa-miR-18a,PDE4D
hsa-miR-18a,CTDSPL
hsa-miR-18a,RASSF3
hsa-miR-18a,MAP7D1
hsa-miR-18a,UBTD2
hsa-miR-18a,MOBKL3
hsa-miR-18a,UBE2G1
hsa-miR-18a,RAB23
hsa-miR-18a,ATM
hsa-miR-18a,PARD6B
hsa-miR-18a,MID1
hsa-miR-18a,HMGCS1
hsa-miR-18a,ERalpha
hsa-miR-18a,NCOA3
hsa-miR-18a,TNFSF11
hsa-miR-18a,NR3C1
hsa-miR-18a,PTEN
hsa-miR-18a,Prmt5
hsa-miR-18a,Myc
hsa-miR-18a,SMAD4
hsa-miR-18a,HSF2
hsa-miR-18a,TGFBR2
hsa-miR-18a,NEDD9
hsa-miR-18a,CDK19
hsa-miR-18a,SMAD3
hsa-miR-18a,PHLPP1
hsa-miR-18a,PIAS3
hsa-miR-18a,BCL2
hsa-miR-18a,SMAD2
hsa-miR-18a,SDC4
hsa-miR-18a,STK4
hsa-miR-18a,BCL2L10
hsa-miR-18a,FCGR2B
hsa-miR-18a,NEO1
hsa-miR-18a,DNMT1
hsa-miR-18b,ERalpha
hsa-miR-18b,ESR1
hsa-miR-18b,MDM2
hsa-miR-18b,CTGF
hsa-miR-18b,TNRC6B
hsa-miR-18b,FOXN1
hsa-miR-18b,SMAD2
hsa-miR-190,PHLPP
hsa-miR-190,VEGF
hsa-miR-190b,IGF1
hsa-miR-190b,MTMR6
hsa-miR-191,MPST
hsa-miR-191,PI4KB
hsa-miR-191,TLE1
hsa-miR-191,TNPO2
hsa-miR-191,TMC7
hsa-miR-191,IL1A
hsa-miR-191,SOX4
hsa-miR-191,NDST1
hsa-miR-191,MDM4
hsa-miR-191,CDK6
hsa-miR-191,SATB1
hsa-miR-191,EGR1
hsa-miR-191,CCND2
hsa-miR-191,CTDSP2
hsa-miR-191,LRRC8A
hsa-miR-191,SLC16A2
hsa-miR-191,YBX3
hsa-miR-191,CEBPB
hsa-miR-1915,BCL2
hsa-miR-192,CUL5
hsa-miR-192,PIM1
hsa-miR-192,ERCC3
hsa-miR-192,CDC7
hsa-miR-192,MCM10
hsa-miR-192,DLG5
hsa-miR-192,LMNB2
hsa-miR-192,SMARCB1
hsa-miR-192,10-Sep
hsa-miR-192,PRPF38A
hsa-miR-192,HOXA10
hsa-miR-192,MIS12
hsa-miR-192,BCL2
hsa-miR-192,DTL
hsa-miR-192,MAD2L1
hsa-miR-192,HRH1
hsa-miR-192,PIGM
hsa-miR-192,FAM136A
hsa-miR-192,BYSL
hsa-miR-192,LHFPL4
hsa-miR-192,NCBP2
hsa-miR-192,ID4
hsa-miR-192,MCM3
hsa-miR-192,ZNF263
hsa-miR-192,DDX54
hsa-miR-192,KATNAL1
hsa-miR-192,RAD51
hsa-miR-192,SIX4
hsa-miR-192,EIF2S1
hsa-miR-192,RACGAP1
hsa-miR-192,MPHOSPH1
hsa-miR-192,KIF20B
hsa-miR-192,TRAPPC2P1
hsa-miR-192,CDKN1B
hsa-miR-192,ACVR2B
hsa-miR-192,ERCC4
hsa-miR-192,ATP1B1
hsa-miR-192,ALCAM
hsa-miR-192,DICER1
hsa-miR-192,CAV1
hsa-miR-193a-3p,PTK2
hsa-miR-193a-3p,MCL1
hsa-miR-193a-3p,E2F6
hsa-miR-193a-3p,PRAP1
hsa-miR-193a-3p,SLC7A5
hsa-miR-193a-3p,ERBB2
hsa-miR-193a-5p,TP73
hsa-miR-193a-5p,ERBB2
hsa-miR-193b,VASP
hsa-miR-193b,DAGLB
hsa-miR-193b,ATP5O
hsa-miR-193b,TIMM50
hsa-miR-193b,HNRNPL
hsa-miR-193b,GBF1
hsa-miR-193b,EIF4B
hsa-miR-193b,MCM6
hsa-miR-193b,FEN1
hsa-miR-193b,ECH1
hsa-miR-193b,SURF4
hsa-miR-193b,YWHAZ
hsa-miR-193b,MCCC2
hsa-miR-193b,MTHFD1
hsa-miR-193b,M6PRBP1
hsa-miR-193b,BASP1
hsa-miR-193b,HADHB
hsa-miR-193b,CCND1
hsa-miR-193b,PTMS
hsa-miR-193b,MIF
hsa-miR-193b,MCM7
hsa-miR-193b,PIP4K2C
hsa-miR-193b,RAVER1
hsa-miR-193b,XPO1
hsa-miR-193b,FAM62B
hsa-miR-193b,NOSIP
hsa-miR-193b,TMEM33
hsa-miR-193b,TUBB3
hsa-miR-193b,PTPLAD1
hsa-miR-193b,ADI1
hsa-miR-193b,IDI1
hsa-miR-193b,PPA2
hsa-miR-193b,KRT19
hsa-miR-193b,DUT
hsa-miR-193b,MCM4
hsa-miR-193b,SEC23A
hsa-miR-193b,SHMT2
hsa-miR-193b,UGP2
hsa-miR-193b,NSDHL
hsa-miR-193b,RAB5C
hsa-miR-193b,MRPL4
hsa-miR-193b,GPSN2
hsa-miR-193b,TMED2
hsa-miR-193b,ATP5B
hsa-miR-193b,MRPS9
hsa-miR-193b,EIF3I
